COOLING DEGREE DAY TOTALS BY MONTH, MISSING=-9999
STDV YEAR    JAN   FEB   MAR   APR   MAY   JUN   JUL   AUG   SEP   OCT   NOV   DEC   ANNL
0699 1997      0     0     0     0     4    84   204   148    32     1     0     0    473
0699 1998      0     0     0     1    38    77   221   254    74     2     0     0    666
0699 1999      0     0     0     0    19   158   331   193    71     1     0     0    774
0699 2000      0     0     0     0    20    89   126   140    33     1     0     0    410
0799 1931      0     0     0     0    43   200   411   315   239    38     1     0   1248
0799 1932      8     0     0     0    44   188   324   310   136    22     0     0   1033
0799 1933      1     0     0     1    85   229   293   303   179    15     0     0   1109
0799 1934      0     0     0     0    71   289   399   220   149     7     0     0   1136
0799 1935      0     0     1     0    22   172   357   280    77    11     0     0    920
0799 1936      0     0     3     0    86   184   333   340   141    25     0     0   1112
0799 1937      3     0     0     1    62   211   332   333    73     7     0     0   1022
0799 1938      0     0     0     2    30   173   346   354    96    16     0     0   1018
0799 1939      0     0     0     1    74   236   299   352   139    24     0     0   1125
0799 1940      0     0     0     0    39   189   314   209    69     4     0     0    823
0799 1941      0     0     0     8    69   173   317   254   172    62     0     0   1055
0799 1942      0     0     0     3    94   211   349   247   136    20     0     0   1060
0799 1943      0     0     0     0    82   336   321   321   104     8     0     0   1172
0799 1944      0     0     0     1   120   217   352   296   164    10     0     0   1160
0799 1945      0     0    10     2    26   203   291   220   193    11     0     0    957
0799 1946      0     0     5     0    46   130   260   167   124    27     0     0    759
0799 1947      1     0     0     1    39   124   273   321   116    59     0     0    934
0799 1948      0     0     0     0    40   180   321   250    96     5     0     0    892
0799 1949      0     0     0     1    54   228   422   310    65    44     0     0   1124
0799 1950      8     0     0     0    28   153   280   229    55    20     0     0    772
0799 1951      0     0     0     1    43   171   321   263   100    33     0     0    933
0799 1952      0     0     0     2    33   248   398   278   111     4     0     0   1074
0799 1953      0     0     0     1    92   197   349   275   125    22     0     0   1063
0799 1954      0     0     0     5    25   204   330   251   127    41     0     0    984
0799 1955      0     0     0     4    66   121   470   377   103    21     0     0   1162
0799 1956      0     0     0     0    34   199   276   261    76    20     0     1    867
0799 1957      0     0     0     5    63   282   342   248   159     7     0     0   1106
0799 1958      0     0     0     2    31   121   382   263    86    11     0     0    897
0799 1959      0     0     0     5    96   226   340   355   173    44     0     0   1238
0799 1960      0     0     0    15    29   196   268   330   131    11     0     0    980
0799 1961      0     0     0     0    22   178   348   277   230    22     0     0   1077
0799 1962      0     0     0     1    73   194   255   283    53    14     0     0    874
0799 1963      0     0     1     0    32   177   329   218    45    19     1     0    822
0799 1964      0     0     0     0    72   209   334   211   113     5     0     0    944
0799 1965      0     0     0     1   104   156   287   255   153     8     0     0    964
0799 1966      0     0     0     0    37   210   367   306    83     7     0     0   1009
0799 1967      0     0     0     0     8   188   289   238    61    10     0     0    795
0799 1968      0     0     0     1    25   198   341   352   129    24     0     0   1070
0799 1969      0     0     0     4    55   242   318   278   103    10     0     0   1010
0799 1970      0     0     0     1    67   184   312   310   193    33     0     0   1099
0799 1971      0     0     0     0    31   226   306   244   158    67     0     0   1033
0799 1972      0     0     0     0    40   112   330   262   126     5     0     0    875
0799 1973      0     0     2     0    33   274   348   341   155    24     0     0   1175
0799 1974      0     0     0     3    37   131   315   298   106     5     0     0    895
0799 1975      0     0     0     0    87   192   306   334    78    28     1     0   1027
0799 1976      0     0     0     3    35   254   280   242    91     5     0     0    911
0799 1977      0     0     2     5    73   137   360   330   172     9     0     0   1089
0799 1978      0     0     0     0    32   189   267   363   108     8     0     0    967
0799 1979      0     0     1     0    68   108   291   290   126     8     0     0    893
0799 1980      0     0     0     4    79   151   395   392   210    12     0     0   1243
0799 1981      0     0     0     6    41   247   353   236    98     6     0     0    987
0799 1982      0     0     0     1    76   149   358   213    99    14     0     1    912
0799 1983      0     0     0     0    41   209   389   358   150    20     0     0   1166
0799 1984      0     0     0     1    44   229   278   310    71    58     0     1    992
0799 1985      0     0     0     7    82   159   331   277   141    27     3     0   1026
0799 1986      0     0     0     2   103   249   392   243   118    29     0     0   1135
0799 1987      0     0     0     1    67   266   428   299   149     4     0     0   1214
0799 1988      0     0     0     0    50   205   430   387    99     1     0     0   1171
0799 1989      0     0     0     0    46   273   328   284   138    22     0     0   1093
0799 1990      0     0     0     1    38   210   372   295    89    41     0     0   1047
0799 1991      0     0     0     5   155   255   378   352   111    19     0     0   1275
0799 1992      0     0     0     1    22   138   339   209   111     5     0     0    825
0799 1993      0     0     0     2    73   210   421   344   134    11     0     0   1196
0799 1994      0     0     0    10    24   307   415   232    96     7     0     0   1091
0799 1995      0     0     0     0    47   204   420   359   127    38     0     0   1195
0799 1996      0     0     0     1    31   237   290   268   128    20     0     0    976
0799 1997      0     0     0     0    25   175   363   274   106    19     0     0    962
0799 1998      1     0     0     5    85   195   340   321   198    22     0     0   1166
0799 1999      0     0     0     2    51   213   457   352   142    10     1     0   1228
0799 2000      0     0     1     1    80   236   250   250    80    17     0     0    914
0899 1931     57    56    40   134   296   437   541   510   458   325   180   234   3266
0899 1932    172   180    85   168   326   448   562   513   440   316    95   147   3451
0899 1933    123   139   111   202   421   417   493   511   493   327    93   117   3446
0899 1934    108    63   116   189   336   445   505   500   440   342   150    77   3270
0899 1935     91    68   187   217   392   444   477   517   417   320   144    20   3293
0899 1936     97    71   113   203   335   416   513   510   464   372   120   114   3327
0899 1937    249    88    97   169   324   455   496   508   423   252   102    63   3226
0899 1938     81   112   193   196   370   414   472   526   428   238   174    72   3277
0899 1939    103   162   181   220   321   453   501   476   462   349   103    64   3394
