HEATING DEGREE DAY TOTALS BY MONTH FOR SEASON BEGINNING JULY 1 OF YEAR, MISSING=-9999
STDV YEAR    JUL   AUG   SEP   OCT   NOV   DEC   JAN   FEB   MAR   APR   MAY   JUN   ANNL
0699 1964      5    58   126   467   664  1056  1296  1071   935   614   175    54   6521
0699 1965     12    18    99   456   746   997  1194  1022   864   645   353    41   6448
0699 1966      2    15   149   463   630  1062  1022  1136  1025   600   440    45   6590
0699 1967      4    18   135   405   820  1010  1332  1136   827   451   301    66   6505
0699 1968      2    17    83   335   733  1150  1211  1048   963   481   253    39   6315
0699 1969     10     7   110   419   699  1135  1431  1033   953   551   223    56   6626
0699 1970      4     8    92   350   641  1144  1351  1001   917   608   302    35   6453
0699 1971      6    14    49   260   760   941  1107  1093   937   660   238    78   6141
0699 1972      3    20    95   529   774   995  1084  1047   696   482   309    24   6058
0699 1973      3     4   113   378   661   929  1109  1067   857   472   314    63   5969
0699 1974      4    12   133   542   659   981  1027   993   924   651   173    43   6140
0699 1975      2    18   179   342   546  1058  1320   878   820   431   275    18   5889
0699 1976      9    19   152   505   814  1227  1431  1040   724   486   188    66   6662
0699 1977      4    11   103   424   611  1089  1251  1219   968   566   261    44   6550
0699 1978      8    11   170   445   677  1001  1125  1266   743   528   165    51   6190
0699 1979      2    14   118   421   551   930  1108  1098   901   498   177    67   5884
0699 1980      2     4    83   467   766  1177  1419   854   859   448   205    30   6314
0699 1981      1    14   131   505   674  1065  1406   979   886   602   198    82   6541
0699 1982      3    32   103   425   586   868  1127   952   777   517   292    29   5712
0699 1983      1     7    62   402   645  1079  1272   833  1017   535   282    23   6157
0699 1984      7     7   171   313   674   869  1291   970   764   448   182    83   5779
0699 1985      5    16    91   381   623  1119  1113  1046   811   453   176    49   5881
0699 1986      5    25   136   401   758   961  1174  1031   784   475   221    27   5998
0699 1987      1    26   114   489   677   956  1273   983   825   545   217    43   6148
0699 1988      1     3   138   532   654  1069  1030   995   849   565   205    26   6067
0699 1989      5    12   103   395   715  1429   932   882   782   510   299    34   6097
0699 1990      1     8   108   262   611   845  1139   854   754   419   110    16   5127
0699 1991      2     7   121   340   657   973  1094   940   928   600   245    54   5961
0699 1992     12    27   127   506   730  1023  1075  1139   962   503   182    35   6322
0699 1993      1     7   117   478   700  1026  1398  1155   907   460   269    25   6543
0699 1994      0    22   120   428   565   896   981  1075   781   568   284    37   5758
0699 1995      0    13   132   313   789  1172  1219  1032   958   534   281    32   6475
0699 1996      9    11   105   458   824   888  1156   841   884   574   327    47   6122
0699 1997      5    19   122   447   761   995   948   814   779   478   149    41   5558
0699 1998      4     3    68   393   680   867  1147   919   834   494   212    19   5639
0699 1999      0    11    70   431   571   936  1212   915   749   538   214    35   5680
0699 2000     17    20   119   411   702  1175 -9999 -9999 -9999 -9999 -9999 -9999  -9999
0799 1930  -9999 -9999 -9999 -9999 -9999 -9999   943   817   783   429   140    10  -9999
0799 1931      0     0     8   193   397   678   632   728   820   443   139     9   4047
0799 1932      0     0    31   249   624   849   748   805   764   393    85     4   4552
0799 1933      0     0    22   301   672   910   871  1234   818   426   108     2   5363
0799 1934      0     3    30   341   515   924  1055   913   577   456   207    16   5037
0799 1935      0     2    67   279   477  1084  1116  1098   545   457    93     7   5225
0799 1936      0     0    29   246   645   808   702   829   824   420   112     6   4620
0799 1937      0     0    77   324   601   930   965   759   599   326   164    14   4760
0799 1938      0     0    55   250   497   869   958   711   676   431   102     3   4552
0799 1939      0     0    31   249   662   855  1309   888   856   546   164     9   5570
0799 1940      0     5    75   384   589   779  1021   958   889   291    87    11   5088
0799 1941      0     1    14   147   509   781  1024   942   649   325    71     5   4467
0799 1942      0     2    30   248   537  1020   986   827   683   508   117     1   4958
0799 1943      0     0    53   336   627   960   944   851   778   445    59     4   5057
0799 1944      0     0    26   319   599  1011  1160   866   417   312   184    10   4905
0799 1945      0     3    19   318   510  1077   932   805   470   425   138    20   4718
0799 1946      0     9    29   218   487   817   795  1010   876   378   138    23   4778
0799 1947      1     1    34   152   660   970  1187   902   617   412   150    11   5097
0799 1948      0     2    56   349   459   854   759   717   658   397   123     6   4380
0799 1949      0     2    70   172   597   812   646   853   800   489   183    16   4640
0799 1950      0     4    81   230   568   985   898   816   711   396   137    12   4839
0799 1951      0     2    43   218   688   821   860   779   748   329   159     6   4652
0799 1952      0     1    49   384   575   860   820   737   651   386    75     6   4542
0799 1953      0     1    32   245   584   786   991   685   702   291   174    11   4503
0799 1954      0     2    27   194   644   911  1031   847   646   310    92    30   4735
0799 1955      0     0    47   241   646  1074  1043   756   780   465   172     8   5232
0799 1956      0     2    63   251   569   680  1081   755   705   294   104     2   4506
0799 1957      0     1    29   358   535   797  1044  1026   801   355   150    31   5128
0799 1958      0     2    57   285   535  1118  1027   861   700   313    69     4   4972
0799 1959      0     0    18   187   588   806   913   800  1010   251   153    10   4737
0799 1960      0     0    40   292   543  1107  1184   821   656   485   208    14   5351
0799 1961      0     0    10   263   536   957  1003   924   756   370    93     6   4919
0799 1962      1     2    93   271   683  1062  1101  1023   621   371   165    13   5406
0799 1963      0     6    95   223   504  1114   956   919   660   459   105     5   5046
0799 1964      0     4    44   371   516   821  1075   854   799   477    68    11   5040
0799 1965      0     1    29   350   589   824  1089   894   667   507   174     8   5134
0799 1966      0     1    67   336   554   913   861   968   775   389   280    16   5159
0799 1967      0     3    78   321   724   864  1121   972   619   353   188    10   5253
0799 1968      0     0    36   226   534   956  1056   898   801   315   114     4   4939
0799 1969      0     1    49   310   624   992  1224   871   818   410   100     8   5407
0799 1970      0     0    14   213   527   892  1133   817   757   429   177     6   4966
0799 1971      0     2    16   150   597   695   902   901   740   466   143    30   4642
0799 1972      0     1    40   386   633   739   925   875   543   365   181     4   4690
0799 1973      0     0    26   231   512   818   843   890   639   305   137    23   4426
0799 1974      0     1    54   371   555   800   846   798   732   521    93     6   4779
0799 1975      0     1    67   191   423   864  1092   639   576   309   159     4   4324
0799 1976      0     2    59   395   749  1035  1335   846   516   292    85    19   5333
0799 1977      0     0    27   329   505   923  1122  1157   799   402   171     9   5442
0799 1978      1     0    55   317   519   815  1000  1170   590   420   101    27   5016
0799 1979      0     1    41   317   441   804   987   973   761   318    79    15   4737
0799 1980      0     0    18   329   642   948  1179   733   747   283   134     6   5018
0799 1981      0     2    52   360   588   940  1215   833   707   433    90    15   5235
0799 1982      0     5    45   279   487   687   937   839   610   403   150     8   4450
0799 1983      0     0    29   251   535   955  1158   703   859   424   141     4   5059
0799 1984      0     1    67   154   602   660  1137   806   584   270    75    12   4370
0799 1985      0     1    29   210   395   976   965   882   620   366    69     3   4516
0799 1986      0     3    33   227   585   820  1033   929   628   400   110     3   4772
0799 1987      0     1    37   397   501   795  1132   827   649   447   134     8   4926
0799 1988      0     0    71   423   531   897   860   834   698   407   148     3   4870
0799 1989      0     1    31   234   587  1230   739   641   578   353   149     8   4550
0799 1990      0     1    50   173   485   705   917   694   600   313    38     1   3977
0799 1991      0     0    45   249   549   782   901   771   737   403   188    26   4652
0799 1992      0     4    45   366   543   817   839   938   795   393    94     7   4838
0799 1993      0     0    38   303   561   903  1186   912   717   228   186     4   5036
0799 1994      0     3    52   324   427   733   843   933   600   366   133     9   4422
0799 1995      0     0    32   197   678  1016  1036   862   802   361   168     6   5159
0799 1996      0     1    33   288   714   750   979   694   620   407   187    15   4690
0799 1997      0     1    45   267   620   820   739   666   611   299    77     7   4152
0799 1998      0     0    16   258   542   727   888   765   725   356   119     8   4403
0799 1999      0     0    37   313   432   784  1006   755   571   390    96     3   4386
0799 2000      0     2    61   256   614  1062 -9999 -9999 -9999 -9999 -9999 -9999  -9999
0899 1930  -9999 -9999 -9999 -9999 -9999 -9999   265   186   182    34     1     0  -9999
0899 1931      0     0     0     5    38    49   105    56   123    21     0     0    396
